-0.396611,0.0622208,0.915876
-0.355375,-0.237018,0.904174
-0.390214,0.0666441,0.918309
-0.501765,-0.26964,0.821904
-0.435766,-0.23598,0.868574
-0.445936,-0.315841,0.837488
-0.512547,-0.141849,0.846862
-0.437632,-0.0914883,0.894488
-0.572201,-0.0733561,0.816826
-0.438552,-0.146905,0.886618
-0.596388,-0.158123,0.786968
-0.437632,-0.0914883,0.894488
-0.396806,-0.101897,0.912229
-0.512547,-0.141849,0.846862
-0.525358,-0.102252,0.844715
-0.547725,-0.108037,0.829654
-0.518169,0.0698769,0.852419
-0.489094,-0.00878215,0.872187
-0.537225,0.0980503,0.837721
-0.505487,0.154433,0.848902
-0.527423,0.142894,0.8375
-0.370888,0.0653265,0.926377
-0.503909,-0.0251475,0.863391
-0.498336,0.0603199,0.864883
-0.535465,-0.152675,0.830643
-0.348554,-0.0255485,0.93694
-0.346788,-0.132603,0.928523
-0.594859,-0.0706944,0.800715
-0.438552,-0.146905,0.886618
-0.396806,-0.101897,0.912229
-0.392877,-0.276491,0.877041
-0.430356,-0.177161,0.885103
-0.355375,-0.237018,0.904174
-0.489094,-0.00878215,0.872187
-0.463997,-0.0590808,0.883864
-0.45246,-0.116933,0.884085
-0.527423,0.142894,0.8375
-0.454934,0.0495843,0.889144
-0.467355,-0.00712854,0.884041
-0.498336,0.0603199,0.864883
-0.430153,0.0192819,0.90255
-0.405812,0.0164795,0.913808
-0.430153,0.0192819,0.90255
-0.535465,-0.152675,0.830643
-0.410701,0.0539415,0.910173
-0.472533,-0.00152051,0.881312
-0.445936,-0.315841,0.837488
-0.35041,0.0325754,0.93603
0.36952,-0.0626117,0.927111
0.342681,-0.0516179,0.938033
0.35051,0.0232602,0.93627
0.330396,-0.0386583,0.94305
0.32678,0.0551997,0.943487
0.404283,-0.010221,0.914577
0.458359,0.0241922,0.888438
0.467697,0.149733,0.871114
0.485523,0.136312,0.863531
0.430606,0.124149,0.893961
0.495255,-0.0451072,0.867576
0.406739,0.0672396,0.911067
0.590101,-0.0872866,0.802597
0.494486,-0.0382934,0.868342
0.489353,0.00961453,0.872033
0.494486,-0.0382934,0.868342
0.582193,-0.00448811,0.813038
0.508294,-0.0469337,0.859904
0.411126,-0.243191,0.87854
0.421693,-0.122325,0.89845
0.512334,-0.100724,0.852859
0.42469,-0.138224,0.894725
0.411126,-0.243191,0.87854
0.396136,-0.235345,0.887518
0.290977,-0.0601032,0.95484
0.330396,-0.0386583,0.94305
0.36952,-0.0626117,0.927111
0.342681,-0.0516179,0.938033
0.404283,-0.010221,0.914577
0.322288,-0.128701,0.937852
0.430606,0.124149,0.893961
0.367764,-0.165606,0.915054
0.467697,0.149733,0.871114
0.421762,-0.0915369,0.902075
0.406739,0.0672396,0.911067
0.401851,-0.104277,0.909748
0.489353,0.00961453,0.872033
0.511733,-0.0682631,0.856428
0.503478,-0.0279647,0.863555
0.511733,-0.0682631,0.856428
0.508294,-0.0469337,0.859904
0.502566,-0.0685453,0.861817
0.421693,-0.122325,0.89845
0.449197,0.0668627,0.890927
0.454835,0.035825,0.889855
0.382145,0.080091,0.920625
0.409846,-0.161752,0.897699
0.42469,-0.138224,0.894725
0.455455,0.067513,0.887695
0.325,0.115174,0.938675
0.300532,0.0302918,0.953291
0.265231,-0.0852996,0.960404
0.455455,0.067513,0.887695
0.300532,0.0302918,0.953291
-5.22687e+27,313.856,-5.22742e+27
-1.94959e+27,313.51,-1.94952e+27
-1.45564e+27,313.328,-1.45559e+27
0.588207,-0.0668584,0.805942
0.455455,0.067513,0.887695
0.429855,-0.0715959,0.900055
0.537657,-0.00739318,0.843131
0.509326,0.0958378,0.855221
0.480307,-0.0267945,0.876691
0.464396,0.127043,0.876468
0.56639,0.044399,0.822941
0.542194,0.0994824,0.834343
-3.17201e+26,309.572,-3.1719e+26
-1.7642e+26,304.537,-1.76414e+26
-2.19909e+26,306.746,-2.19902e+26
-1.64417e+26,303.613,-1.64411e+26
-1.01907e+26,295.166,-1.01903e+26
-1.42327e+26,301.593,-1.42322e+26
-0.430583,0.136576,0.892158
-0.324526,0.00806749,0.945842
-0.341775,0.168267,0.924595
-6.20752e+26,312.127,-6.20731e+26
-1.0523e+27,312.941,-1.05226e+27
-1.23e+27,313.237,-1.22996e+27
-0.32577,-0.219051,0.919723
-0.470236,-0.0480048,0.881234
-0.450618,-0.271619,0.850392
0.0256386,0.053183,0.998256
-1.84892e+28,313.871,-1.84885e+28
0.120065,0.0717442,0.99017
-0.211863,-0.0916936,0.972988
-0.223581,-0.000603501,0.974685
-0.240081,-0.15754,0.957884
-1.8544e+28,313.914,-1.85433e+28
0.480307,-0.0267945,0.876691
-6.37236e+28,313.831,-6.37214e+28
-0.223581,-0.000603501,0.974685
-0.150527,0.203972,0.967335
-0.220316,0.175036,0.959596
-5.71828e+27,313.713,-5.71808e+27
-1.50218e+27,313.358,-1.50212e+27
-1.34851e+27,313.397,-1.34846e+27
0.538707,-0.276992,0.795657
0.421762,-0.0915369,0.902075
0.401851,-0.104277,0.909748
0.503478,-0.0279647,0.863555
0.611397,-0.059466,0.789086
0.629676,-0.107963,0.76932
0.611397,-0.059466,0.789086
0.502566,-0.0685453,0.861817
0.558801,0.0190017,0.829084
0.449197,0.0668627,0.890927
0.533093,0.179487,0.826799
0.454835,0.035825,0.889855
0.334428,0.217456,0.91699
0.449197,0.0668627,0.890927
0.382145,0.080091,0.920625
0.35051,0.0232602,0.93627
0.229433,-0.0178971,0.97316
0.242948,0.0864034,0.966184
0.229433,-0.0178971,0.97316
0.322288,-0.128701,0.937852
0.154658,-0.12243,0.980353
0.367764,-0.165606,0.915054
0.39515,-0.351364,0.848764
0.216992,-0.332118,0.917939
-0.405812,0.0164795,0.913808
-0.199982,0.057063,0.978136
-0.211863,-0.0916936,0.972988
-0.199982,0.057063,0.978136
-0.410701,0.0539415,0.910173
-0.150527,0.203972,0.967335
-0.204817,0.308199,0.929012
-0.35041,0.0325754,0.93603
-0.183413,0.366558,0.912137
-0.42708,0.347014,0.834975
-0.396611,0.0622208,0.915876
-0.390214,0.0666441,0.918309
-0.525358,-0.102252,0.844715
-0.690084,-0.143856,0.709288
-0.686901,-0.0173353,0.726544
-0.690084,-0.143856,0.709288
-0.572201,-0.0733561,0.816826
-0.63929,-0.21496,0.738309
-0.463997,-0.0590808,0.883864
-0.428893,-0.345715,0.834585
-0.45246,-0.116933,0.884085
